3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,24809,10939,1,0,0,901.1535,2700.4387,3,2700.4446,-0.0059,58,82,0,58.75,3.10E-06,R,SGVSLAALKKALAAAGYDVEKNNSR,I,Acetyl (K); Methyl KR (KR),0.0000000071000000000000000.0,,,"4916: Sum of 2 scans. Range 13806 (rt=49.6646, f=2, i=4181) to 13808 (rt=49.669, f=2, i=4182) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,24810,10938,1,0,0,1351.2268,2700.439,2,2700.4446,-0.0056,58,82,0,89.67,3.90E-09,R,SGVSLAALKKALAAAGYDVEKNNSR,I,Acetyl (K); Methyl KR (KR),0.0000000017000000000000000.0,,,"4915: Sum of 2 scans. Range 13803 (rt=49.6537, f=2, i=4179) to 13804 (rt=49.6559, f=2, i=4180) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,24811,22381,1,0,0,1351.2276,2700.4406,2,2700.4446,-0.004,58,82,0,100.2,4.00E-10,R,SGVSLAALKKALAAAGYDVEKNNSR,I,Acetyl (K); Methyl KR (KR),0.0000000017000000000000000.0,,,"4770: Sum of 2 scans. Range 13666 (rt=49.6824, f=3, i=1812) to 13670 (rt=49.6911, f=3, i=1813) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,24812,28245,1,0,0,1351.2276,2700.4406,2,2700.4446,-0.004,58,82,0,73.66,1.20E-07,R,SGVSLAALKKALAAAGYDVEKNNSR,I,Acetyl (K); Methyl KR (KR),0.0000000017000000000000000.0,,,"4750: Sum of 2 scans. Range 13660 (rt=49.7231, f=2, i=4176) to 13661 (rt=49.7253, f=2, i=4177) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_E.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,24813,16651,1,0,0,1351.2296,2700.4446,2,2700.4446,0,58,82,0,85.48,9.70E-09,R,SGVSLAALKKALAAAGYDVEKNNSR,I,Acetyl (K); Methyl KR (KR),0.0000000017000000000000000.0,,,"4561: Sum of 2 scans. Range 13496 (rt=49.7023, f=2, i=4098) to 13497 (rt=49.7044, f=2, i=4099) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_C.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,24814,28246,1,0,0,901.1565,2700.4477,3,2700.4446,0.0031,58,82,0,68.78,3.60E-07,R,SGVSLAALKKALAAAGYDVEKNNSR,I,Acetyl (K); Methyl KR (KR),0.0000000017000000000000000.0,,,"4751: Sum of 2 scans. Range 13664 (rt=49.7461, f=2, i=4178) to 13665 (rt=49.7483, f=2, i=4179) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_E.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,24940,22453,1,0,0,910.48,2728.4183,3,2728.4395,-0.0213,58,82,0,38.04,0.00027,R,SGVSLAALKKALAAAGYDVEKNNSR,I,Acetyl (K); Formyl (S); Methyl KR (KR),0.0000000017000000000000050.0,,,"4842: Sum of 2 scans. Range 13843 (rt=50.2378, f=2, i=4180) to 13844 (rt=50.2399, f=2, i=4181) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,24941,4995,1,0,0,910.4827,2728.4264,3,2728.4395,-0.0132,58,82,0,38.36,0.00025,R,SGVSLAALKKALAAAGYDVEKNNSR,I,Acetyl (K); Formyl (S); Methyl KR (KR),0.0000000017000000000000050.0,,,"4996: Sum of 2 scans. Range 14007 (rt=50.1827, f=2, i=4339) to 14008 (rt=50.1848, f=2, i=4340) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_A.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,24942,4996,1,0,0,1365.2207,2728.4268,2,2728.4395,-0.0127,58,82,0,83.86,6.40E-08,R,SGVSLAALKKALAAAGYDVEKNNSR,I,Acetyl (K); Formyl (S); Methyl KR (KR),0.0000000017000000000000050.0,,,"4997: Sum of 2 scans. Range 14010 (rt=50.1935, f=2, i=4341) to 14011 (rt=50.1956, f=2, i=4342) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_A.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,24943,23199,1,0,0,910.4851,2728.4335,3,2728.4395,-0.0061,58,82,0,74.39,1.10E-07,R,SGVSLAALKKALAAAGYDVEKNNSR,I,Formyl (K),0.0000000004000000000000000.0,,,"5588: Sum of 2 scans. Range 15667 (rt=56.8613, f=2, i=4709) to 15668 (rt=56.8635, f=2, i=4710) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,24944,11002,1,0,0,910.4861,2728.4365,3,2728.4395,-0.003,58,82,0,55.51,6.80E-05,R,SGVSLAALKKALAAAGYDVEKNNSR,I,Acetyl (K); Formyl (S); Methyl KR (KR),0.0000000017000000000000050.0,,,"4979: Sum of 2 scans. Range 13971 (rt=50.2193, f=2, i=4231) to 13974 (rt=50.2258, f=2, i=4232) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,24945,11001,1,0,0,1365.226,2728.4374,2,2728.4395,-0.0021,58,82,0,87.47,4.30E-08,R,SGVSLAALKKALAAAGYDVEKNNSR,I,Acetyl (K); Formyl (S); Methyl KR (KR),0.0000000017000000000000050.0,,,"4978: Sum of 4 scans. Range 13965 (rt=50.2023, f=5, i=481) to 13983 (rt=50.2583, f=2, i=4236) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,24946,22452,1,0,0,1365.2264,2728.4382,2,2728.4395,-0.0013,58,82,0,77.96,3.90E-07,R,SGVSLAALKKALAAAGYDVEKNNSR,I,Acetyl (K); Formyl (S); Methyl KR (KR),0.0000000017000000000000050.0,,,"4841: Sum of 4 scans. Range 13837 (rt=50.207, f=2, i=4178) to 13850 (rt=50.2618, f=2, i=4185) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,24947,11765,1,0,0,910.4874,2728.4405,3,2728.4759,-0.0354,58,82,0,61.79,1.60E-06,R,SGVSLAALKKALAAAGYDVEKNNSR,I,Butyryl (K); Methyl KR (KR),0.0000000072000000000000000.0,,,"5742: Sum of 2 scans. Range 15808 (rt=56.8509, f=3, i=2192) to 15810 (rt=56.8553, f=3, i=2193) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,24948,23200,1,0,0,1365.2383,2728.462,2,2728.4759,-0.0139,58,82,0,82.23,2.30E-08,R,SGVSLAALKKALAAAGYDVEKNNSR,I,Dimethyl KR (KR),0.0000000030000000000000000.0,,,"5589: Sum of 2 scans. Range 15670 (rt=56.8726, f=2, i=4711) to 15671 (rt=56.8748, f=2, i=4712) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,24949,11762,1,0,0,1365.2398,2728.465,2,2728.4759,-0.0109,58,82,0,74.32,1.10E-07,R,SGVSLAALKKALAAAGYDVEKNNSR,I,Dimethyl KR (KR),0.0000000030000000000000000.0,,,"5739: Sum of 2 scans. Range 15801 (rt=56.8267, f=3, i=2190) to 15802 (rt=56.8289, f=3, i=2191) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,25030,10957,1,0,0,690.0987,2756.3657,4,2756.3981,-0.0324,58,82,0,39.54,0.00016,R,SGVSLAALKKALAAAGYDVEKNNSR,I,2 Formyl (K); 2 Formyl (S),0.5005000044000000000000000.0,,,"4934: Sum of 2 scans. Range 13844 (rt=49.7737, f=2, i=4187) to 13846 (rt=49.7781, f=2, i=4188) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,25044,17595,1,0,0,919.8179,2756.4319,3,2756.4708,-0.0389,58,82,0,36.74,0.00036,R,SGVSLAALKKALAAAGYDVEKNNSR,I,,,,,"5505: Sum of 2 scans. Range 16144 (rt=59.694, f=4, i=969) to 16147 (rt=59.7005, f=4, i=970) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_C.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,25045,11914,1,0,0,919.824,2756.4502,3,2756.4708,-0.0206,58,82,0,103.42,2.00E-10,R,SGVSLAALKKALAAAGYDVEKNNSR,I,,,,,"5891: Sum of 2 scans. Range 16249 (rt=58.5088, f=3, i=2250) to 16252 (rt=58.5153, f=3, i=2251) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,25046,12069,1,0,0,919.8243,2756.451,3,2756.4708,-0.0199,58,82,0,31.33,0.0012,R,SGVSLAALKKALAAAGYDVEKNNSR,I,,,,,"6046: Sum of 2 scans. Range 16604 (rt=59.6422, f=3, i=2308) to 16606 (rt=59.6465, f=3, i=2309) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,25047,11789,1,0,0,919.8251,2756.4534,3,2756.4708,-0.0174,58,82,0,57.88,3.70E-06,R,SGVSLAALKKALAAAGYDVEKNNSR,I,,,,,"5766: Sum of 2 scans. Range 15893 (rt=57.1964, f=5, i=560) to 15897 (rt=57.2049, f=5, i=561) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,25049,23323,1,0,0,919.8255,2756.4548,3,2756.4708,-0.016,58,82,0,54.1,8.50E-06,R,SGVSLAALKKALAAAGYDVEKNNSR,I,,,,,"5712: Sum of 2 scans. Range 16052 (rt=58.3876, f=2, i=4858) to 16053 (rt=58.3897, f=2, i=4859) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,25050,17509,1,0,0,1379.2353,2756.456,2,2756.4708,-0.0148,58,82,0,52.11,1.30E-05,R,SGVSLAALKKALAAAGYDVEKNNSR,I,,,,,"5419: Scan 15910 (rt=58.8648, f=2, i=4811) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_C.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,25051,23395,1,0,0,919.8268,2756.4585,3,2756.4708,-0.0124,58,82,0,47.74,3.30E-05,R,SGVSLAALKKALAAAGYDVEKNNSR,I,,,,,"5784: Scan 16210 (rt=58.8882, f=2, i=4892) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,25052,23230,1,0,0,919.8271,2756.4596,3,2756.4708,-0.0113,58,82,0,30.82,0.0013,R,SGVSLAALKKALAAAGYDVEKNNSR,I,,,,,"5619: Sum of 2 scans. Range 15766 (rt=57.2499, f=2, i=4751) to 15768 (rt=57.2542, f=2, i=4752) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,25053,17510,1,0,0,919.8272,2756.4597,3,2756.4708,-0.0112,58,82,0,56.81,4.70E-06,R,SGVSLAALKKALAAAGYDVEKNNSR,I,,,,,"5420: Scan 15911 (rt=58.867, f=3, i=2037) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_C.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,25054,17435,1,0,0,919.8276,2756.4609,3,2756.4708,-0.01,58,82,0,58.53,3.20E-06,R,SGVSLAALKKALAAAGYDVEKNNSR,I,,,,,"5345: Sum of 2 scans. Range 15751 (rt=58.3597, f=4, i=927) to 15762 (rt=58.3836, f=4, i=928) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_C.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,25055,23387,1,0,0,1379.2379,2756.4612,2,2756.4708,-0.0096,58,82,0,119.44,6.30E-12,R,SGVSLAALKKALAAAGYDVEKNNSR,I,,,,,"5776: Scan 16193 (rt=58.8421, f=2, i=4889) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,25056,5832,1,0,0,919.8283,2756.463,3,2756.4708,-0.0079,58,82,0,55.94,5.70E-06,R,SGVSLAALKKALAAAGYDVEKNNSR,I,,,,,"5833: Sum of 2 scans. Range 16180 (rt=58.2992, f=2, i=5020) to 16181 (rt=58.3014, f=2, i=5021) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_A.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,25057,5909,1,0,0,1379.2388,2756.463,2,2756.4708,-0.0078,58,82,0,74.88,9.50E-08,R,SGVSLAALKKALAAAGYDVEKNNSR,I,,,,,"5910: Scan 16344 (rt=58.8467, f=3, i=2334) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_A.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,25058,29250,1,0,0,1379.2389,2756.4632,2,2756.4708,-0.0076,58,82,0,128.12,9.70E-13,R,SGVSLAALKKALAAAGYDVEKNNSR,I,,,,,"5755: Sum of 2 scans. Range 16172 (rt=58.8133, f=2, i=4901) to 16195 (rt=58.886, f=2, i=4909) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_E.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,25059,11915,1,0,0,1379.2395,2756.4644,2,2756.4708,-0.0064,58,82,0,128.12,9.70E-13,R,SGVSLAALKKALAAAGYDVEKNNSR,I,,,,,"5892: Sum of 4 scans. Range 16250 (rt=58.511, f=4, i=1032) to 16259 (rt=58.5352, f=2, i=4894) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,25060,11976,1,0,0,1379.2401,2756.4656,2,2756.4708,-0.0052,58,82,0,93.56,1.70E-09,R,SGVSLAALKKALAAAGYDVEKNNSR,I,,,,,"5953: Scan 16371 (rt=58.8579, f=2, i=4914) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,25061,17438,1,0,0,1379.2406,2756.4666,2,2756.4708,-0.0042,58,82,0,106.2,1.10E-10,R,SGVSLAALKKALAAAGYDVEKNNSR,I,,,,,"5348: Sum of 2 scans. Range 15754 (rt=58.3662, f=7, i=216) to 15765 (rt=58.39, f=7, i=217) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_C.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,25062,29205,1,0,0,919.8295,2756.4667,3,2756.4708,-0.0041,58,82,0,60.98,1.90E-06,R,SGVSLAALKKALAAAGYDVEKNNSR,I,,,,,"5710: Sum of 2 scans. Range 16077 (rt=58.5241, f=2, i=4869) to 16078 (rt=58.5263, f=2, i=4870) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_E.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,25063,5849,1,0,0,1379.2435,2756.4724,2,2756.4708,0.0016,58,82,0,119.52,6.20E-12,R,SGVSLAALKKALAAAGYDVEKNNSR,I,,,,,"5850: Sum of 2 scans. Range 16227 (rt=58.5001, f=2, i=5036) to 16229 (rt=58.5045, f=2, i=5037) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_A.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,25064,5905,1,0,0,919.8321,2756.4744,3,2756.4708,0.0036,58,82,0,123.21,2.80E-12,R,SGVSLAALKKALAAAGYDVEKNNSR,I,,,,,"5906: Scan 16337 (rt=58.8268, f=2, i=5062) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_A.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,25065,23319,1,0,0,1379.2482,2756.4818,2,2756.4708,0.011,58,82,0,60.7,2.00E-06,R,SGVSLAALKKALAAAGYDVEKNNSR,I,,,,,"5708: Sum of 2 scans. Range 16043 (rt=58.3546, f=2, i=4854) to 16044 (rt=58.3568, f=2, i=4855) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,25200,11947,1,0,0,1393.2251,2784.4356,2,2784.4658,-0.0301,58,82,0,56.4,3.40E-05,R,SGVSLAALKKALAAAGYDVEKNNSR,I,Acetyl (K); Butyryl (K); Formyl (S),0.0005000021000000000000000.0,,,"5924: Sum of 2 scans. Range 16311 (rt=58.6717, f=3, i=2260) to 16315 (rt=58.6806, f=3, i=2261) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,25201,11791,1,0,0,929.1529,2784.4369,3,2784.4658,-0.0289,58,82,0,35.54,0.00048,R,SGVSLAALKKALAAAGYDVEKNNSR,I,Formyl (S),0.5000000000000000000000000.0,,,"5768: Sum of 2 scans. Range 15900 (rt=57.216, f=3, i=2206) to 15902 (rt=57.2204, f=3, i=2207) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_B.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,25202,23449,1,0,0,1393.2262,2784.4378,2,2784.4658,-0.0279,58,82,0,24.81,0.0047,R,SGVSLAALKKALAAAGYDVEKNNSR,I,Formyl (S),0.0000000000000000000000050.0,,,"5838: Sum of 2 scans. Range 16342 (rt=59.3524, f=6, i=333) to 16346 (rt=59.361, f=6, i=334) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,25204,17508,1,0,0,929.1538,2784.4395,3,2784.4658,-0.0262,58,82,0,34.36,0.0006,R,SGVSLAALKKALAAAGYDVEKNNSR,I,Formyl (S),0.0000000000000000000000050.0,,,"5418: Sum of 2 scans. Range 15907 (rt=58.8536, f=2, i=4809) to 15908 (rt=58.8558, f=2, i=4810) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_C.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,25205,29258,1,0,0,929.1548,2784.4426,3,2784.4658,-0.0231,58,82,0,51.53,1.50E-05,R,SGVSLAALKKALAAAGYDVEKNNSR,I,Formyl (S),0.0000000000000000000000050.0,,,"5763: Sum of 2 scans. Range 16192 (rt=58.8749, f=2, i=4907) to 16193 (rt=58.8771, f=2, i=4908) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_E.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,25206,23389,1,0,0,1393.2299,2784.4452,2,2784.4658,-0.0205,58,82,0,57.71,3.90E-06,R,SGVSLAALKKALAAAGYDVEKNNSR,I,Formyl (S),0.0000000000000000000000050.0,,,"5778: Sum of 2 scans. Range 16195 (rt=58.8465, f=4, i=1024) to 16199 (rt=58.8553, f=4, i=1025) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
3,,H11_BOVIN,sp|G3N131|H11_BOVIN Histone H1.1 OS=Bos taurus OX=9913 GN=HIST1H1A PE=1 SV=1,3890,25393,83,83,1,1,25209,23456,1,0,0,929.1566,2784.4479,3,2784.4658,-0.0179,58,82,0,38.6,0.00024,R,SGVSLAALKKALAAAGYDVEKNNSR,I,Formyl (S),0.0000000000000000000000050.0,,,"5845: Sum of 2 scans. Range 16359 (rt=59.3982, f=3, i=2142) to 16362 (rt=59.4047, f=3, i=2143) [\\fbtnas01.private.ugent.be\proteomics\RAW\SynaptG2Si\180601_GingisREX\Better\180601_PropTryp_D.raw]"
